job_id,company_id,title,description,max_salary,med_salary,min_salary,pay_period,formatted_work_type,location,applies,original_listed_time,remote_allowed,views,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,skill_abr,skill_name
3586162459,69642092.0,Teradata Developer,"Duration: 6-12+ Months
Overview of Role:Individuals should be able to design, develop and support application solutions with a focus on Teradata for a Financial domain.
Responsibilities:Strong conceptual understanding of the context and business requirements. Should be able to understand the business needs, produce Data Discovery, High-Level design, and Low-level design documents, and implement code following the best practices.Ability to perform data quality checks methodically to understand how to accurately utilize client data.Ability to communicate results and methodology with the project team and clients. Should be able to work in offshore/onshore models.Ability to meet deadlines and thrive in a banking environment.Provides solutions for data-driven applications involving large and complex data and provides reconciliation and test cases.
Required Skills• Should be detail-oriented and be able to multi-task well under stringent deadlines• Financial Domain Knowledge• Experience in Teradata, Unix, Mainframes and ETL.• Experience interacting with business users, understanding requirements and providing quick solutions.• Must have excellent exposure to project documentation.• Willingness to learn and adapt to changes Desired Skills:• Teradata Certifications
",,,,,Contract,United States,13.0,1690000000000.0,1.0,56.0,https://www.linkedin.com/jobs/view/3586162459/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,CONTRACT,,,ENG,Engineering
3586162459,69642092.0,Teradata Developer,"Duration: 6-12+ Months
Overview of Role:Individuals should be able to design, develop and support application solutions with a focus on Teradata for a Financial domain.
Responsibilities:Strong conceptual understanding of the context and business requirements. Should be able to understand the business needs, produce Data Discovery, High-Level design, and Low-level design documents, and implement code following the best practices.Ability to perform data quality checks methodically to understand how to accurately utilize client data.Ability to communicate results and methodology with the project team and clients. Should be able to work in offshore/onshore models.Ability to meet deadlines and thrive in a banking environment.Provides solutions for data-driven applications involving large and complex data and provides reconciliation and test cases.
Required Skills• Should be detail-oriented and be able to multi-task well under stringent deadlines• Financial Domain Knowledge• Experience in Teradata, Unix, Mainframes and ETL.• Experience interacting with business users, understanding requirements and providing quick solutions.• Must have excellent exposure to project documentation.• Willingness to learn and adapt to changes Desired Skills:• Teradata Certifications
",,,,,Contract,United States,13.0,1690000000000.0,1.0,56.0,https://www.linkedin.com/jobs/view/3586162459/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,CONTRACT,,,IT,Information Technology
3690692186,61242.0,Seasonal Payroll/Data Entry Clerk,"Universal Screen Arts' specialty is marketing gifts, books, jewelry, home décor, and much more direct to the consumer through our catalogs, websites and social media. This results in a massive holiday rush and hundreds of seasonal jobs to be filled in our warehouse operations very soon! We are looking for a Team Member who is enthusiastic and dynamic to help meet our HRIS needs during this time. 
This position will be responsible for updating multiple HR systems with a high volume of employment status changes, including new hires, rehires, transfers, and terminations. Additional responsibilities include weekly review and update of time cards, processing of internal and temporary payroll, and attendance tracking and reporting. 
This position is seasonal in nature. We are looking for the right candidate to start in August with an anticipated end to the assignment in mid-January, 2024. 
Requirements:Experience in high volume data entryAccuracy and attention to detailExceptional communication skillsCreative problem solving skillsA Professional and Positive attitudeAbility to multi-task and adjust to frequently changing prioritiesExperience in payroll processing and HRIS systems preferredHighly organizedEffectively interact with people at all levelsThe ability to work independentlyExperience in Microsoft Excel and Outlook
Apply today for immediate consideration!",,,,,Temporary,"Hudson, OH",55.0,1690000000000.0,,325.0,https://www.linkedin.com/jobs/view/3690692186/?trk=jobs_biz_prem_srch,https://recruiting.paylocity.com/recruiting/jobs/Details/1859929/Universal-Screen-Arts-Inc/Seasonal-PayrollData-Entry-Clerk,OffsiteApply,1710000000000.0,,,,1690000000000.0,,0,TEMPORARY,,,ADM,ADM
3691795980,7573454.0,Data Engineer,"Job Description:
• Design, develop, and launch extremely efficient and reliable data pipelines to move data and to provide intuitive analytics to our partner teams.• Make data more discoverable and easy to use for Data Scientists and Analysts across the service operations organization• Collaborate with other engineers and Data Scientists to discover the best solutions.• Diagnose and solve issues in our existing data pipelines and envision and build their successors. 
Qualifications:• Good understanding of one or more of the following: Python, Scala, or Java• Strong understanding of SQL• Broad knowledge of the data infrastructure ecosystem• Experience with Hadoop or other MapReduce-based architectures• Experience working with large data volumes• Experience in building Data Warehouses and data modeling.Experience with any of the following is a plus:• BigQuery, Presto, or HiveInterest in learning Data Bricks",,,,,Contract,United States,55.0,1690000000000.0,1.0,101.0,https://www.linkedin.com/jobs/view/3691795980/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,CONTRACT,,,IT,Information Technology
3692302089,37768.0,Data Scientist/ Product Analyst ,"Looking for candidates with 4+ years’ experience in data science or product analyst roles with a strong background in data analysis, statistical analysis, modelling and specific experience working with product-specific data.  Note : Need some one who can work on w2. Title: Data Scientist/ Product Analyst  Location: San Francisco, CA  Duration: 6 to 7 Months   Project Overview  Drive analysis for Fitbit product teams focused on Fitbit’s products, apps, and services. Analyses include optimizing user lifetime value, improving usage and retention, evaluating content engagement, and suggesting future service innovations for growth. Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information.   Overall Responsibilities Use causal inferential methods to quantify impact on product deliveries when experimentation is not available. Collaborate with cross-functional stakeholders to formulate and complete full cycle analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations. Help Google focus on key decisions to improve products and services.   Top 3 Daily Responsibilities Deep dive on core product features, user segmentation, and relation to user satisfaction and retention. Conduct data analysis to make business recommendations (e.g. cost-benefit, forecasting, impact analysis). Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for business priorities.   Mandatory Skills Bachelor's Degree or equivalent experience 4-5 years of experience Business acumen & intuition: Knowledge of structured problem-solving, communicating results, risk (e.g., considers business risks, leverages cross-functional teams) for B2C (i.e., consumer facing) products. Coding/Data extraction: Ability to extract relevant information from reading code in one or more core languages (e.g., Python, C++, SQL) and frameworks and ability to leverage the code as a resource to create work output for users or stakeholders. Experience working with highly unstructured / messy datasets and ability to clean and derive insights. Communication and active listening: Ability to clearly explain stats or domain knowledge to people not familiar with the subject matter or who lack a quant background. This includes the ability to explain reasons in a coherent, logical way that is very easy to understand by all. Leverage communication skills and active listening to manage stakeholders and to set proper technical direction for teams or orgs. Data analysis and synthesis: Ability to analyze information, draw conclusions, generate alternatives and solutions, and evaluate outcomes. This includes the ability to use data to add value to business planning and strategies. Data curation, validation, and cleaning: Ability to extract data and validate raw data to ensure it is valid and reliable and ability to clean data based on validation criteria and prepare for further analyzes. Measurement/Applied analysis: Ability to define and rationalize appropriate metrics, create pipelines and dashboards that tell a story. Ability to measure the success of a given effort. Knowledge of different frameworks/architectures/methods/data analysis, ability to select the appropriate approach for the problem context., understanding of the broader context of generating, securing, and increasing the value of the business and revenue outcomes. Modeling concepts/experimental design: Ability to apply multiple approaches and select the right analysis for the problem. Understanding of the mathematical and statistical concepts underpinning measurement, modeling, and experiments. Knowledge of essential statistical methods used to analyze data (e.g., t-tests, descriptive statistics), ability to identify and conduct appropriate basic statistical analysis to determine the basic parameters of a set of data and solve data-related problems. Product analysis leadership: Ability to interact confidently, clearly, and respectfully with others, especially senior leaders, to present, defend, and clarify concerns or issues regarding an existing product, program, or solution, ability to effectively address difficult questions, handle pushback from a high-level audience, and maintain a professional demeanor while engaging in challenging or sometimes high-pressure situations. In addition to influencing stakeholders, this includes actively managing priorities across stakeholders, teams, and projects. Project scoping, execution and influence: Ability to proactively communicate insights and influence stakeholders and subject matter experts to inform decision-making. Ability to convert and uncover open-ended real world problems within the business context into trackable metrics or a structured analytical/statistical framework, as well as the ability to generate business-related insights from data analysis in a way that is meaningful to the stakeholders. Ability to prepare effective presentations in content and function, and to speak competently to the level of the audience. Ability to identify and debug product issues and user pain-points, including the ability to carry out root cause analysis and quantitatively assess critical user journeys, think about big-picture implications, risks, and opportunities.   Self-Rating Required:  Please rate yourself on a scale of 1-5 (5 being the highest). Please list the # of years of experience you have with that particular skill.(For example: SQL- 4, 6)   Skills  Rating  Years of Experience with Skill  Business acumen & intuition    Coding/Data extraction    Communication and active listening    Data analysis and synthesis    Data curation, validation, and cleaning    Measurement/Applied Analysis    Modeling concepts/experimental design    Product analysis leadership    Project scoping, execution and influence    Provide me below information  Name of the Candidate :Current Location :Current Address :Contact Number :Email ID :Hourly Rate on W2 :Interviews or Offers in Pipeline :Interview Availability :Start Availability :Authorization Status :LinkedIn : 
Warm Regards,
Zainab Saba | Talent Acquisition Specialist – US StaffingC: 201 - 905 – 1674 ; +1 510--296 –7488 XTN 8384E: zainab.saba@milestone.tech",80.0,,70.0,HOURLY,Contract,"San Francisco, CA",7.0,1690000000000.0,,37.0,https://www.linkedin.com/jobs/view/3692302089/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,,0,CONTRACT,USD,BASE_SALARY,IT,Information Technology
3692363778,2474970.0,Data Analytics Consultant,"About the CompanyDiLytics is a leading Information Technology (IT) Services Provider completely focused on Analytics, Business Intelligence, Data Warehousing, ETL Data Integration and Enterprise Performance Management solutions. We have been growing for 10 years with global offices in the US, Canada and India.
Title: Data Analytics ConsultantLocation: Sacramento, CA (Remote)Job Type: Full-Time
Description· Experience implementing Analytics in one or more of the following - Finance, Supply Chain, Human Resources, Sales Order Management, Procurement.· Experience implementing Analytics on one or more of the following data sources - Oracle EBS, PeopleSoft, SAP, JD Edwards.· Experience implementing Analytics on one or more of the following tools - Tableau, Power BI, Oracle Analytics Cloud.· Experience implementing Analytics on one or more of the Data Warehouse platforms - Snowflake, Oracle ADW, Azure Synapse, Redshift, Data Bricks.· Experience implementing ETL Data Integration in one or more of the following tools - Oracle Data Integrator, Azure Data Factory, Snowpark, Informatica.· 5+ years of IT experience· Amenability to do offshore (India) coordination i.e., working during hours that overlap with India time zone to a reasonable extent.· Should Travel whenever required.",,,,,Full-time,"Sacramento, CA",7.0,1690000000000.0,1.0,26.0,https://www.linkedin.com/jobs/view/3692363778/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,FULL_TIME,,,RSCH,Research
3692363778,2474970.0,Data Analytics Consultant,"About the CompanyDiLytics is a leading Information Technology (IT) Services Provider completely focused on Analytics, Business Intelligence, Data Warehousing, ETL Data Integration and Enterprise Performance Management solutions. We have been growing for 10 years with global offices in the US, Canada and India.
Title: Data Analytics ConsultantLocation: Sacramento, CA (Remote)Job Type: Full-Time
Description· Experience implementing Analytics in one or more of the following - Finance, Supply Chain, Human Resources, Sales Order Management, Procurement.· Experience implementing Analytics on one or more of the following data sources - Oracle EBS, PeopleSoft, SAP, JD Edwards.· Experience implementing Analytics on one or more of the following tools - Tableau, Power BI, Oracle Analytics Cloud.· Experience implementing Analytics on one or more of the Data Warehouse platforms - Snowflake, Oracle ADW, Azure Synapse, Redshift, Data Bricks.· Experience implementing ETL Data Integration in one or more of the following tools - Oracle Data Integrator, Azure Data Factory, Snowpark, Informatica.· 5+ years of IT experience· Amenability to do offshore (India) coordination i.e., working during hours that overlap with India time zone to a reasonable extent.· Should Travel whenever required.",,,,,Full-time,"Sacramento, CA",7.0,1690000000000.0,1.0,26.0,https://www.linkedin.com/jobs/view/3692363778/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,FULL_TIME,,,ANLS,Analytics
3692363778,2474970.0,Data Analytics Consultant,"About the CompanyDiLytics is a leading Information Technology (IT) Services Provider completely focused on Analytics, Business Intelligence, Data Warehousing, ETL Data Integration and Enterprise Performance Management solutions. We have been growing for 10 years with global offices in the US, Canada and India.
Title: Data Analytics ConsultantLocation: Sacramento, CA (Remote)Job Type: Full-Time
Description· Experience implementing Analytics in one or more of the following - Finance, Supply Chain, Human Resources, Sales Order Management, Procurement.· Experience implementing Analytics on one or more of the following data sources - Oracle EBS, PeopleSoft, SAP, JD Edwards.· Experience implementing Analytics on one or more of the following tools - Tableau, Power BI, Oracle Analytics Cloud.· Experience implementing Analytics on one or more of the Data Warehouse platforms - Snowflake, Oracle ADW, Azure Synapse, Redshift, Data Bricks.· Experience implementing ETL Data Integration in one or more of the following tools - Oracle Data Integrator, Azure Data Factory, Snowpark, Informatica.· 5+ years of IT experience· Amenability to do offshore (India) coordination i.e., working during hours that overlap with India time zone to a reasonable extent.· Should Travel whenever required.",,,,,Full-time,"Sacramento, CA",7.0,1690000000000.0,1.0,26.0,https://www.linkedin.com/jobs/view/3692363778/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,FULL_TIME,,,IT,Information Technology
3693028967,89721371.0,Datacenter Technician,"📌 Location: Alpharetta, GA
📋 About the Role: We are looking for a dedicated Datacenter Technician to join our dynamic team. This is a contract position with the potential to transition to a full-time role based on performance. The ideal candidate is expected to be available at all times of the day.
Key Responsibilities:Racking and unracking servers and other equipment in the data center.Providing remote hands for troubleshooting and maintaining the servers.Basic networking tasks to ensure smooth communication within the infrastructure.Collaborate with the IT team for the effective functioning of servers and equipment.Respond promptly to any technical emergencies.
Qualifications and Skills:Must be based in or willing to relocate to Alpharetta, GA.Proven experience as a Datacenter Technician.Familiarity with racking and unracking procedures.Basic understanding of networking protocols and procedures.Prior experience with HP's Integrated Lights Out (ILO) is a plus.Strong problem-solving skills.Ability to work flexibly throughout the day.Excellent communication skills, both written and verbal.
📆 Contract Details: This position starts as a contract role, with the opportunity for full-time placement based on performance and mutual agreement.",50.0,,15.0,HOURLY,Contract,"Alpharetta, GA",10.0,1690000000000.0,,34.0,https://www.linkedin.com/jobs/view/3693028967/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,CONTRACT,USD,BASE_SALARY,IT,Information Technology
3693041960,10801655.0,Senior Data Engineer,"Combine your technical expertise and problem-solving passion to work closely with clients, turning complex ideas into end-to-end solutions that transform our clients’ businessLead, design, develop and deliver large-scale data systems, data processing and data transformation projects that delivers business value for clientsAutomate data platform operations and manage the post-production system and processesConduct technical feasibility assessments and provide project estimates for the design and development of the solutionProvide technical inputs to agile processes, such as epic, story, and task definition to resolve issues and remove barriers throughout the lifecycle of client engagementsCreation and maintenance of infrastructure-as-code for cloud, on-prem, and hybrid environments using tools such as Terraform, CloudFormation, Azure Resource Manager, Helm, and Google Cloud Deployment ManagerMentor, help and grow junior team members

Qualifications

Demonstrable experience in data platforms involving implementation of end to end data pipelinesHands-on experience with at least one of the leading public cloud data platforms (Azure, AWS or Google Cloud)Implementation experience with column-oriented database technologies (i.e., Big Query, Redshift, Vertica), NoSQL database technologies (i.e., DynamoDB, BigTable, Cosmos DB, etc.) and traditional database systems (i.e., SQL Server, Oracle, MySQL)Experience in implementing data pipelines for both streaming and batch integrations using tools/frameworks like Azure Data Factory, Glue ETL, Lambda, Spark, Spark Streaming, etc.Ability to handle module or track level responsibilities and contributing to tasks “hands-on”Experience in data modeling, warehouse design and fact/dimension implementationsExperience working with code repositories and continuous integrationData modeling, querying, and optimization for relational, NoSQL, timeseries, and graph databases and data warehouses and data lakesData processing programming using SQL, DBT, Python, and similar toolsLogical programming in Python, Spark, PySpark, Java, Javascript, and/or ScalaData ingest, validation, and enrichment pipeline design and implementationCloud-native data platform design with a focus on streaming and event-driven architecturesTest programming using automated testing frameworks, data validation and quality frameworks, and data lineage frameworksMetadata definition and management via data catalogs, service catalogs, and stewardship tools such as OpenMetadata, DataHub, Alation, AWS Glue Catalog, Google Data Catalog, and similarCode review and mentorshipBachelor’s degree in Computer Science, Engineering or related field.Set Yourself Apart With:Developer certifications for any of the cloud services like AWS, Google Cloud or AzureUnderstanding of development and project methodologiesWillingness to travel

Additional Information

Pay Range: $90k - $145kThe range shown represents a grouping of relevant ranges currently in use at Publicis Sapient. Actual range for this position may differ, depending on location and specific skillset required for the work itself.Gender-Neutral PolicyAccess to Prepaid Medical PlanEmployee engagement activities and eventsRemote work",145000.0,,90000.0,YEARLY,Full-time,"Virginia, United States",25.0,1690000000000.0,,86.0,https://www.linkedin.com/jobs/view/3693041960/?trk=jobs_biz_prem_srch,https://jobs.smartrecruiters.com/PublicisGroupe/743999925963582-senior-data-engineer,OffsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,jobs.smartrecruiters.com,0,FULL_TIME,USD,BASE_SALARY,IT,Information Technology
